tt,frame,wheels,flat,climb,frame_level,wheels_level
False,Zwift Buffalo Fahrrad,DT Swiss ARC 1100 Dicut Disc,3046.0,3074.5,40.0,42.0
False,Zwift Buffalo Fahrrad,Zipp 858/Super9,3053.0,3075.5,40.0,45.0
False,Zwift Buffalo Fahrrad,Zipp 808/Super9,3055.0,3076.5,40.0,35.0
False,Zwift Buffalo Fahrrad,Zipp 858,3059.0,3065.5,40.0,37.0
False,Zwift Buffalo Fahrrad,ENVE SES 7.8,3061.0,3060.5,40.0,39.0
False,Zwift Buffalo Fahrrad,Zipp 808,3062.0,3067.5,40.0,13.0
False,Zwift Buffalo Fahrrad,ENVE SES 8.9,3062.5,3070.0,40.0,31.0
False,Zwift Buffalo Fahrrad,Zipp 454,3070.0,3058.5,40.0,24.0
False,Zwift Buffalo Fahrrad,DT Swiss ARC 1100 Dicut 62,3071.0,3056.5,40.0,6.0
False,Zwift Buffalo Fahrrad,CADEX 65,3071.5,3058.5,40.0,21.0
False,Zwift Buffalo Fahrrad,Zipp 404,3073.0,3061.5,40.0,15.0
False,Zwift Buffalo Fahrrad,ENVE SES 6.7,3074.0,3065.5,40.0,25.0
False,Zwift Buffalo Fahrrad,Zipp 353 NSW,3075.0,3058.5,40.0,19.0
False,Zwift Buffalo Fahrrad,Roval Rapide CLX,3076.0,3060.5,40.0,15.0
False,Zwift Buffalo Fahrrad,Roval CLX 64,3076.0,3065.5,40.0,16.0
False,Zwift Buffalo Fahrrad,ENVE SES 3.4,3078.5,3057.5,40.0,27.0
False,Zwift Buffalo Fahrrad,FFWD RYOT55,3079.5,3057.5,40.0,
False,Zwift Buffalo Fahrrad,Campagnolo Bora Ultra 35,3080.0,3059.0,40.0,33.0
False,Zwift Buffalo Fahrrad,Mavic Comete Pro Carbon SL UST,3080.5,3076.0,40.0,13.0
False,Zwift Buffalo Fahrrad,Giant SLR 0,3083.0,3058.0,40.0,22.0
False,Zwift Buffalo Fahrrad,Shimano C60,3083.0,3076.5,40.0,10.0
False,Zwift Buffalo Fahrrad,Mavic Cosmic CXR60c,3084.5,3074.0,40.0,7.0
False,Zwift Buffalo Fahrrad,Bontrager Aeolus5,3087.0,3061.5,40.0,11.0
False,Zwift Buffalo Fahrrad,Mavic Cosmic Ultimate UST,3087.0,3071.5,40.0,6.0
False,Zwift Buffalo Fahrrad,HED Vanquish RC6 Pro,3089.5,3059.5,40.0,8.0
False,Zwift Buffalo Fahrrad,CADEX 42,3090.0,3059.5,40.0,8.0
False,Zwift Buffalo Fahrrad,Roval Alpinist CLX,3092.0,3051.5,40.0,32.0
False,Zwift Buffalo Fahrrad,Shimano C50,3092.0,3073.0,40.0,4.0
False,Zwift Buffalo Fahrrad,Lightweight Meilenstein,3092.5,3051.5,40.0,0.0
False,Zwift Buffalo Fahrrad,50mm Carbon,3093.5,3066.5,40.0,9.0
False,Zwift Buffalo Fahrrad,Shimano C40,3094.0,3069.0,40.0,4.0
False,Zwift Buffalo Fahrrad,CADEX 36,3099.5,3057.0,40.0,26.0
False,Zwift Buffalo Fahrrad,Zipp 202,3101.0,3060.0,40.0,
False,Zwift Buffalo Fahrrad,Novatec R4,3102.5,3070.5,40.0,
False,Zwift Buffalo Fahrrad,ENVE SES 2.2,3106.0,3059.0,40.0,
False,Zwift Buffalo Fahrrad,Zwift 32mm Carbon,3106.0,3065.5,40.0,3.0
False,Zwift Buffalo Fahrrad,Campagnolo Bora Ultra 50,3106.5,3059.0,40.0,12.0
False,Zwift Buffalo Fahrrad,Zwift Safety,3106.5,3065.0,40.0,44.0
False,Zwift Buffalo Fahrrad,Zwift Buffalo Fahrrad,3111.0,3072.5,40.0,
False,Zwift Buffalo Fahrrad,Zwift Classic,3112.0,3073.5,40.0,1.0
True,CADEX Tri,DT Swiss ARC 1100 Dicut Disc,2916.5,3015.5,40.0,42.0
True,CADEX Tri,Zipp 858/Super9,2923.5,3016.5,40.0,45.0
True,CADEX Tri,Zipp 808/Super9,2925.5,3017.5,40.0,35.0
True,CADEX Tri,Zipp 858,2929.5,3006.5,40.0,37.0
True,CADEX Tri,ENVE SES 7.8,2931.5,3001.5,40.0,39.0
True,CADEX Tri,Zipp 808,2932.5,3008.5,40.0,13.0
True,CADEX Tri,ENVE SES 8.9,2933.0,3011.0,40.0,31.0
True,CADEX Tri,Zipp 454,2940.5,2999.5,40.0,24.0
True,CADEX Tri,DT Swiss ARC 1100 Dicut 62,2941.5,2997.5,40.0,6.0
True,CADEX Tri,CADEX 65,2942.0,2999.5,40.0,21.0
True,CADEX Tri,Zipp 404,2943.5,3002.5,40.0,15.0
True,CADEX Tri,ENVE SES 6.7,2944.5,3006.5,40.0,25.0
True,CADEX Tri,Zipp 353 NSW,2945.5,2999.5,40.0,19.0
True,CADEX Tri,Roval Rapide CLX,2946.5,3001.5,40.0,15.0
True,CADEX Tri,Roval CLX 64,2946.5,3006.5,40.0,16.0
True,CADEX Tri,ENVE SES 3.4,2949.0,2998.5,40.0,27.0
True,CADEX Tri,FFWD RYOT55,2950.0,2998.5,40.0,
True,CADEX Tri,Campagnolo Bora Ultra 35,2950.5,3000.0,40.0,33.0
True,CADEX Tri,Mavic Comete Pro Carbon SL UST,2951.0,3017.0,40.0,13.0
True,CADEX Tri,Giant SLR 0,2953.5,2999.0,40.0,22.0
True,CADEX Tri,Shimano C60,2953.5,3017.5,40.0,10.0
True,CADEX Tri,Mavic Cosmic CXR60c,2955.0,3015.0,40.0,7.0
True,CADEX Tri,Bontrager Aeolus5,2957.5,3002.5,40.0,11.0
True,CADEX Tri,Mavic Cosmic Ultimate UST,2957.5,3012.5,40.0,6.0
True,CADEX Tri,HED Vanquish RC6 Pro,2960.0,3000.5,40.0,8.0
True,CADEX Tri,CADEX 42,2960.5,3000.5,40.0,8.0
True,CADEX Tri,Roval Alpinist CLX,2962.5,2992.5,40.0,32.0
True,CADEX Tri,Shimano C50,2962.5,3014.0,40.0,4.0
True,CADEX Tri,Lightweight Meilenstein,2963.0,2992.5,40.0,0.0
True,CADEX Tri,50mm Carbon,2964.0,3007.5,40.0,9.0
True,CADEX Tri,Shimano C40,2964.5,3010.0,40.0,4.0
True,CADEX Tri,CADEX 36,2970.0,2998.0,40.0,26.0
True,CADEX Tri,Zipp 202,2971.5,3001.0,40.0,
True,CADEX Tri,Novatec R4,2973.0,3011.5,40.0,
True,CADEX Tri,ENVE SES 2.2,2976.5,3000.0,40.0,
True,CADEX Tri,Zwift 32mm Carbon,2976.5,3006.5,40.0,3.0
True,CADEX Tri,Campagnolo Bora Ultra 50,2977.0,3000.0,40.0,12.0
True,CADEX Tri,Zwift Safety,2977.0,3006.0,40.0,44.0
True,CADEX Tri,Zwift Buffalo Fahrrad,2981.5,3013.5,40.0,
True,CADEX Tri,Zwift Classic,2982.5,3014.5,40.0,1.0
True,Canyon Speedmax CF SLX,DT Swiss ARC 1100 Dicut Disc,2921.0,3018.0,31.0,42.0
True,Canyon Speedmax CF SLX,Zipp 858/Super9,2928.0,3019.0,31.0,45.0
True,Canyon Speedmax CF SLX,Zipp 808/Super9,2930.0,3020.0,31.0,35.0
True,Canyon Speedmax CF SLX,Zipp 858,2934.0,3009.0,31.0,37.0
True,Canyon Speedmax CF SLX,ENVE SES 7.8,2936.0,3004.0,31.0,39.0
True,Canyon Speedmax CF SLX,Zipp 808,2937.0,3011.0,31.0,13.0
True,Canyon Speedmax CF SLX,ENVE SES 8.9,2937.5,3013.5,31.0,31.0
True,Canyon Speedmax CF SLX,Zipp 454,2945.0,3002.0,31.0,24.0
True,Canyon Speedmax CF SLX,DT Swiss ARC 1100 Dicut 62,2946.0,3000.0,31.0,6.0
True,Canyon Speedmax CF SLX,CADEX 65,2946.5,3002.0,31.0,21.0
True,Canyon Speedmax CF SLX,Zipp 404,2948.0,3005.0,31.0,15.0
True,Canyon Speedmax CF SLX,ENVE SES 6.7,2949.0,3009.0,31.0,25.0
True,Canyon Speedmax CF SLX,Zipp 353 NSW,2950.0,3002.0,31.0,19.0
True,Canyon Speedmax CF SLX,Roval Rapide CLX,2951.0,3004.0,31.0,15.0
True,Canyon Speedmax CF SLX,Roval CLX 64,2951.0,3009.0,31.0,16.0
True,Canyon Speedmax CF SLX,ENVE SES 3.4,2953.5,3001.0,31.0,27.0
True,Canyon Speedmax CF SLX,FFWD RYOT55,2954.5,3001.0,31.0,
True,Canyon Speedmax CF SLX,Campagnolo Bora Ultra 35,2955.0,3002.5,31.0,33.0
True,Canyon Speedmax CF SLX,Mavic Comete Pro Carbon SL UST,2955.5,3019.5,31.0,13.0
True,Canyon Speedmax CF SLX,Giant SLR 0,2958.0,3001.5,31.0,22.0
True,Canyon Speedmax CF SLX,Shimano C60,2958.0,3020.0,31.0,10.0
True,Canyon Speedmax CF SLX,Mavic Cosmic CXR60c,2959.5,3017.5,31.0,7.0
True,Canyon Speedmax CF SLX,Bontrager Aeolus5,2962.0,3005.0,31.0,11.0
True,Canyon Speedmax CF SLX,Mavic Cosmic Ultimate UST,2962.0,3015.0,31.0,6.0
True,Canyon Speedmax CF SLX,HED Vanquish RC6 Pro,2964.5,3003.0,31.0,8.0
True,Canyon Speedmax CF SLX,CADEX 42,2965.0,3003.0,31.0,8.0
True,Canyon Speedmax CF SLX,Roval Alpinist CLX,2967.0,2995.0,31.0,32.0
True,Canyon Speedmax CF SLX,Shimano C50,2967.0,3016.5,31.0,4.0
True,Canyon Speedmax CF SLX,Lightweight Meilenstein,2967.5,2995.0,31.0,0.0
True,Canyon Speedmax CF SLX,50mm Carbon,2968.5,3010.0,31.0,9.0
True,Canyon Speedmax CF SLX,Shimano C40,2969.0,3012.5,31.0,4.0
True,Canyon Speedmax CF SLX,CADEX 36,2974.5,3000.5,31.0,26.0
True,Canyon Speedmax CF SLX,Zipp 202,2976.0,3003.5,31.0,
True,Canyon Speedmax CF SLX,Novatec R4,2977.5,3014.0,31.0,
True,Canyon Speedmax CF SLX,ENVE SES 2.2,2981.0,3002.5,31.0,
True,Canyon Speedmax CF SLX,Zwift 32mm Carbon,2981.0,3009.0,31.0,3.0
True,Canyon Speedmax CF SLX,Campagnolo Bora Ultra 50,2981.5,3002.5,31.0,12.0
True,Canyon Speedmax CF SLX,Zwift Safety,2981.5,3008.5,31.0,44.0
True,Canyon Speedmax CF SLX,Zwift Buffalo Fahrrad,2986.0,3016.0,31.0,
True,Canyon Speedmax CF SLX,Zwift Classic,2987.0,3017.0,31.0,1.0
True,Felt IA 2.0,DT Swiss ARC 1100 Dicut Disc,2923.0,3010.0,16.0,42.0
True,Felt IA 2.0,Zipp 858/Super9,2930.0,3011.0,16.0,45.0
True,Felt IA 2.0,Zipp 808/Super9,2932.0,3012.0,16.0,35.0
True,Felt IA 2.0,Zipp 858,2936.0,3001.0,16.0,37.0
True,Felt IA 2.0,ENVE SES 7.8,2938.0,2996.0,16.0,39.0
True,Felt IA 2.0,Zipp 808,2939.0,3003.0,16.0,13.0
True,Felt IA 2.0,ENVE SES 8.9,2939.5,3005.5,16.0,31.0
True,Felt IA 2.0,Zipp 454,2947.0,2994.0,16.0,24.0
True,Felt IA 2.0,DT Swiss ARC 1100 Dicut 62,2948.0,2992.0,16.0,6.0
True,Felt IA 2.0,CADEX 65,2948.5,2994.0,16.0,21.0
True,Felt IA 2.0,Zipp 404,2950.0,2997.0,16.0,15.0
True,Felt IA 2.0,ENVE SES 6.7,2951.0,3001.0,16.0,25.0
True,Felt IA 2.0,Zipp 353 NSW,2952.0,2994.0,16.0,19.0
True,Felt IA 2.0,Roval Rapide CLX,2953.0,2996.0,16.0,15.0
True,Felt IA 2.0,Roval CLX 64,2953.0,3001.0,16.0,16.0
True,Felt IA 2.0,ENVE SES 3.4,2955.5,2993.0,16.0,27.0
True,Felt IA 2.0,FFWD RYOT55,2956.5,2993.0,16.0,
True,Felt IA 2.0,Campagnolo Bora Ultra 35,2957.0,2994.5,16.0,33.0
True,Felt IA 2.0,Mavic Comete Pro Carbon SL UST,2957.5,3011.5,16.0,13.0
True,Felt IA 2.0,Giant SLR 0,2960.0,2993.5,16.0,22.0
True,Felt IA 2.0,Shimano C60,2960.0,3012.0,16.0,10.0
True,Felt IA 2.0,Mavic Cosmic CXR60c,2961.5,3009.5,16.0,7.0
True,Felt IA 2.0,Bontrager Aeolus5,2964.0,2997.0,16.0,11.0
True,Felt IA 2.0,Mavic Cosmic Ultimate UST,2964.0,3007.0,16.0,6.0
True,Felt IA 2.0,HED Vanquish RC6 Pro,2966.5,2995.0,16.0,8.0
True,Felt IA 2.0,CADEX 42,2967.0,2995.0,16.0,8.0
True,Felt IA 2.0,Roval Alpinist CLX,2969.0,2987.0,16.0,32.0
True,Felt IA 2.0,Shimano C50,2969.0,3008.5,16.0,4.0
True,Felt IA 2.0,Lightweight Meilenstein,2969.5,2987.0,16.0,0.0
True,Felt IA 2.0,50mm Carbon,2970.5,3002.0,16.0,9.0
True,Felt IA 2.0,Shimano C40,2971.0,3004.5,16.0,4.0
True,Felt IA 2.0,CADEX 36,2976.5,2992.5,16.0,26.0
True,Felt IA 2.0,Zipp 202,2978.0,2995.5,16.0,
True,Felt IA 2.0,Novatec R4,2979.5,3006.0,16.0,
True,Felt IA 2.0,ENVE SES 2.2,2983.0,2994.5,16.0,
True,Felt IA 2.0,Zwift 32mm Carbon,2983.0,3001.0,16.0,3.0
True,Felt IA 2.0,Campagnolo Bora Ultra 50,2983.5,2994.5,16.0,12.0
True,Felt IA 2.0,Zwift Safety,2983.5,3000.5,16.0,44.0
True,Felt IA 2.0,Zwift Buffalo Fahrrad,2988.0,3008.0,16.0,
True,Felt IA 2.0,Zwift Classic,2989.0,3009.0,16.0,1.0
True,Scott Plasma RC Ultimate,DT Swiss ARC 1100 Dicut Disc,2923.0,3010.0,19.0,42.0
True,Scott Plasma RC Ultimate,Zipp 858/Super9,2930.0,3011.0,19.0,45.0
True,Scott Plasma RC Ultimate,Zipp 808/Super9,2932.0,3012.0,19.0,35.0
True,Scott Plasma RC Ultimate,Zipp 858,2936.0,3001.0,19.0,37.0
True,Scott Plasma RC Ultimate,ENVE SES 7.8,2938.0,2996.0,19.0,39.0
True,Scott Plasma RC Ultimate,Zipp 808,2939.0,3003.0,19.0,13.0
True,Scott Plasma RC Ultimate,ENVE SES 8.9,2939.5,3005.5,19.0,31.0
True,Scott Plasma RC Ultimate,Zipp 454,2947.0,2994.0,19.0,24.0
True,Scott Plasma RC Ultimate,DT Swiss ARC 1100 Dicut 62,2948.0,2992.0,19.0,6.0
True,Scott Plasma RC Ultimate,CADEX 65,2948.5,2994.0,19.0,21.0
True,Scott Plasma RC Ultimate,Zipp 404,2950.0,2997.0,19.0,15.0
True,Scott Plasma RC Ultimate,ENVE SES 6.7,2951.0,3001.0,19.0,25.0
True,Scott Plasma RC Ultimate,Zipp 353 NSW,2952.0,2994.0,19.0,19.0
True,Scott Plasma RC Ultimate,Roval Rapide CLX,2953.0,2996.0,19.0,15.0
True,Scott Plasma RC Ultimate,Roval CLX 64,2953.0,3001.0,19.0,16.0
True,Scott Plasma RC Ultimate,ENVE SES 3.4,2955.5,2993.0,19.0,27.0
True,Scott Plasma RC Ultimate,FFWD RYOT55,2956.5,2993.0,19.0,
True,Scott Plasma RC Ultimate,Campagnolo Bora Ultra 35,2957.0,2994.5,19.0,33.0
True,Scott Plasma RC Ultimate,Mavic Comete Pro Carbon SL UST,2957.5,3011.5,19.0,13.0
True,Scott Plasma RC Ultimate,Giant SLR 0,2960.0,2993.5,19.0,22.0
True,Scott Plasma RC Ultimate,Shimano C60,2960.0,3012.0,19.0,10.0
True,Scott Plasma RC Ultimate,Mavic Cosmic CXR60c,2961.5,3009.5,19.0,7.0
True,Scott Plasma RC Ultimate,Bontrager Aeolus5,2964.0,2997.0,19.0,11.0
True,Scott Plasma RC Ultimate,Mavic Cosmic Ultimate UST,2964.0,3007.0,19.0,6.0
True,Scott Plasma RC Ultimate,HED Vanquish RC6 Pro,2966.5,2995.0,19.0,8.0
True,Scott Plasma RC Ultimate,CADEX 42,2967.0,2995.0,19.0,8.0
True,Scott Plasma RC Ultimate,Roval Alpinist CLX,2969.0,2987.0,19.0,32.0
True,Scott Plasma RC Ultimate,Shimano C50,2969.0,3008.5,19.0,4.0
True,Scott Plasma RC Ultimate,Lightweight Meilenstein,2969.5,2987.0,19.0,0.0
True,Scott Plasma RC Ultimate,50mm Carbon,2970.5,3002.0,19.0,9.0
True,Scott Plasma RC Ultimate,Shimano C40,2971.0,3004.5,19.0,4.0
True,Scott Plasma RC Ultimate,CADEX 36,2976.5,2992.5,19.0,26.0
True,Scott Plasma RC Ultimate,Zipp 202,2978.0,2995.5,19.0,
True,Scott Plasma RC Ultimate,Novatec R4,2979.5,3006.0,19.0,
True,Scott Plasma RC Ultimate,ENVE SES 2.2,2983.0,2994.5,19.0,
True,Scott Plasma RC Ultimate,Zwift 32mm Carbon,2983.0,3001.0,19.0,3.0
True,Scott Plasma RC Ultimate,Campagnolo Bora Ultra 50,2983.5,2994.5,19.0,12.0
True,Scott Plasma RC Ultimate,Zwift Safety,2983.5,3000.5,19.0,44.0
True,Scott Plasma RC Ultimate,Zwift Buffalo Fahrrad,2988.0,3008.0,19.0,
True,Scott Plasma RC Ultimate,Zwift Classic,2989.0,3009.0,19.0,1.0
True,Felt IA,DT Swiss ARC 1100 Dicut Disc,2924.0,3018.5,16.0,42.0
True,Felt IA,Zipp 858/Super9,2931.0,3019.5,16.0,45.0
True,Felt IA,Zipp 808/Super9,2933.0,3020.5,16.0,35.0
True,Felt IA,Zipp 858,2937.0,3009.5,16.0,37.0
True,Felt IA,ENVE SES 7.8,2939.0,3004.5,16.0,39.0
True,Felt IA,Zipp 808,2940.0,3011.5,16.0,13.0
True,Felt IA,ENVE SES 8.9,2940.5,3014.0,16.0,31.0
True,Felt IA,Zipp 454,2948.0,3002.5,16.0,24.0
True,Felt IA,DT Swiss ARC 1100 Dicut 62,2949.0,3000.5,16.0,6.0
True,Felt IA,CADEX 65,2949.5,3002.5,16.0,21.0
True,Felt IA,Zipp 404,2951.0,3005.5,16.0,15.0
True,Felt IA,ENVE SES 6.7,2952.0,3009.5,16.0,25.0
True,Felt IA,Zipp 353 NSW,2953.0,3002.5,16.0,19.0
True,Felt IA,Roval Rapide CLX,2954.0,3004.5,16.0,15.0
True,Felt IA,Roval CLX 64,2954.0,3009.5,16.0,16.0
True,Felt IA,ENVE SES 3.4,2956.5,3001.5,16.0,27.0
True,Felt IA,FFWD RYOT55,2957.5,3001.5,16.0,
True,Felt IA,Campagnolo Bora Ultra 35,2958.0,3003.0,16.0,33.0
True,Felt IA,Mavic Comete Pro Carbon SL UST,2958.5,3020.0,16.0,13.0
True,Felt IA,Giant SLR 0,2961.0,3002.0,16.0,22.0
True,Felt IA,Shimano C60,2961.0,3020.5,16.0,10.0
True,Felt IA,Mavic Cosmic CXR60c,2962.5,3018.0,16.0,7.0
True,Felt IA,Bontrager Aeolus5,2965.0,3005.5,16.0,11.0
True,Felt IA,Mavic Cosmic Ultimate UST,2965.0,3015.5,16.0,6.0
True,Felt IA,HED Vanquish RC6 Pro,2967.5,3003.5,16.0,8.0
True,Felt IA,CADEX 42,2968.0,3003.5,16.0,8.0
True,Felt IA,Roval Alpinist CLX,2970.0,2995.5,16.0,32.0
True,Felt IA,Shimano C50,2970.0,3017.0,16.0,4.0
True,Felt IA,Lightweight Meilenstein,2970.5,2995.5,16.0,0.0
True,Felt IA,50mm Carbon,2971.5,3010.5,16.0,9.0
True,Felt IA,Shimano C40,2972.0,3013.0,16.0,4.0
True,Felt IA,CADEX 36,2977.5,3001.0,16.0,26.0
True,Felt IA,Zipp 202,2979.0,3004.0,16.0,
True,Felt IA,Novatec R4,2980.5,3014.5,16.0,
True,Felt IA,ENVE SES 2.2,2984.0,3003.0,16.0,
True,Felt IA,Zwift 32mm Carbon,2984.0,3009.5,16.0,3.0
True,Felt IA,Campagnolo Bora Ultra 50,2984.5,3003.0,16.0,12.0
True,Felt IA,Zwift Safety,2984.5,3009.0,16.0,44.0
True,Felt IA,Zwift Buffalo Fahrrad,2989.0,3016.5,16.0,
True,Felt IA,Zwift Classic,2990.0,3017.5,16.0,1.0
True,Cervelo PX-Series,DT Swiss ARC 1100 Dicut Disc,2924.5,3019.0,34.0,42.0
True,Cervelo PX-Series,Zipp 858/Super9,2931.5,3020.0,34.0,45.0
True,Cervelo PX-Series,Zipp 808/Super9,2933.5,3021.0,34.0,35.0
True,Cervelo PX-Series,Zipp 858,2937.5,3010.0,34.0,37.0
True,Cervelo PX-Series,ENVE SES 7.8,2939.5,3005.0,34.0,39.0
True,Cervelo PX-Series,Zipp 808,2940.5,3012.0,34.0,13.0
True,Cervelo PX-Series,ENVE SES 8.9,2941.0,3014.5,34.0,31.0
True,Cervelo PX-Series,Zipp 454,2948.5,3003.0,34.0,24.0
True,Cervelo PX-Series,DT Swiss ARC 1100 Dicut 62,2949.5,3001.0,34.0,6.0
True,Cervelo PX-Series,CADEX 65,2950.0,3003.0,34.0,21.0
True,Cervelo PX-Series,Zipp 404,2951.5,3006.0,34.0,15.0
True,Cervelo PX-Series,ENVE SES 6.7,2952.5,3010.0,34.0,25.0
True,Cervelo PX-Series,Zipp 353 NSW,2953.5,3003.0,34.0,19.0
True,Cervelo PX-Series,Roval Rapide CLX,2954.5,3005.0,34.0,15.0
True,Cervelo PX-Series,Roval CLX 64,2954.5,3010.0,34.0,16.0
True,Cervelo PX-Series,ENVE SES 3.4,2957.0,3002.0,34.0,27.0
True,Cervelo PX-Series,FFWD RYOT55,2958.0,3002.0,34.0,
True,Cervelo PX-Series,Campagnolo Bora Ultra 35,2958.5,3003.5,34.0,33.0
True,Cervelo PX-Series,Mavic Comete Pro Carbon SL UST,2959.0,3020.5,34.0,13.0
True,Cervelo PX-Series,Giant SLR 0,2961.5,3002.5,34.0,22.0
True,Cervelo PX-Series,Shimano C60,2961.5,3021.0,34.0,10.0
True,Cervelo PX-Series,Mavic Cosmic CXR60c,2963.0,3018.5,34.0,7.0
True,Cervelo PX-Series,Bontrager Aeolus5,2965.5,3006.0,34.0,11.0
True,Cervelo PX-Series,Mavic Cosmic Ultimate UST,2965.5,3016.0,34.0,6.0
True,Cervelo PX-Series,HED Vanquish RC6 Pro,2968.0,3004.0,34.0,8.0
True,Cervelo PX-Series,CADEX 42,2968.5,3004.0,34.0,8.0
True,Cervelo PX-Series,Roval Alpinist CLX,2970.5,2996.0,34.0,32.0
True,Cervelo PX-Series,Shimano C50,2970.5,3017.5,34.0,4.0
True,Cervelo PX-Series,Lightweight Meilenstein,2971.0,2996.0,34.0,0.0
True,Cervelo PX-Series,50mm Carbon,2972.0,3011.0,34.0,9.0
True,Cervelo PX-Series,Shimano C40,2972.5,3013.5,34.0,4.0
True,Cervelo PX-Series,CADEX 36,2978.0,3001.5,34.0,26.0
True,Cervelo PX-Series,Zipp 202,2979.5,3004.5,34.0,
True,Cervelo PX-Series,Novatec R4,2981.0,3015.0,34.0,
True,Cervelo PX-Series,ENVE SES 2.2,2984.5,3003.5,34.0,
True,Cervelo PX-Series,Zwift 32mm Carbon,2984.5,3010.0,34.0,3.0
True,Cervelo PX-Series,Campagnolo Bora Ultra 50,2985.0,3003.5,34.0,12.0
True,Cervelo PX-Series,Zwift Safety,2985.0,3009.5,34.0,44.0
True,Cervelo PX-Series,Zwift Buffalo Fahrrad,2989.5,3017.0,34.0,
True,Cervelo PX-Series,Zwift Classic,2990.5,3018.0,34.0,1.0
True,Trek Speed Concept SLR 9,DT Swiss ARC 1100 Dicut Disc,2925.5,3051.0,22.0,42.0
True,Trek Speed Concept SLR 9,Zipp 858/Super9,2932.5,3052.0,22.0,45.0
True,Trek Speed Concept SLR 9,Zipp 808/Super9,2934.5,3053.0,22.0,35.0
True,Trek Speed Concept SLR 9,Zipp 858,2938.5,3042.0,22.0,37.0
True,Trek Speed Concept SLR 9,ENVE SES 7.8,2940.5,3037.0,22.0,39.0
True,Trek Speed Concept SLR 9,Zipp 808,2941.5,3044.0,22.0,13.0
True,Trek Speed Concept SLR 9,ENVE SES 8.9,2942.0,3046.5,22.0,31.0
True,Trek Speed Concept SLR 9,Zipp 454,2949.5,3035.0,22.0,24.0
True,Trek Speed Concept SLR 9,DT Swiss ARC 1100 Dicut 62,2950.5,3033.0,22.0,6.0
True,Trek Speed Concept SLR 9,CADEX 65,2951.0,3035.0,22.0,21.0
True,Trek Speed Concept SLR 9,Zipp 404,2952.5,3038.0,22.0,15.0
True,Trek Speed Concept SLR 9,ENVE SES 6.7,2953.5,3042.0,22.0,25.0
True,Trek Speed Concept SLR 9,Zipp 353 NSW,2954.5,3035.0,22.0,19.0
True,Trek Speed Concept SLR 9,Roval Rapide CLX,2955.5,3037.0,22.0,15.0
True,Trek Speed Concept SLR 9,Roval CLX 64,2955.5,3042.0,22.0,16.0
True,Trek Speed Concept SLR 9,ENVE SES 3.4,2958.0,3034.0,22.0,27.0
True,Trek Speed Concept SLR 9,FFWD RYOT55,2959.0,3034.0,22.0,
True,Trek Speed Concept SLR 9,Campagnolo Bora Ultra 35,2959.5,3035.5,22.0,33.0
True,Trek Speed Concept SLR 9,Mavic Comete Pro Carbon SL UST,2960.0,3052.5,22.0,13.0
True,Trek Speed Concept SLR 9,Giant SLR 0,2962.5,3034.5,22.0,22.0
True,Trek Speed Concept SLR 9,Shimano C60,2962.5,3053.0,22.0,10.0
True,Trek Speed Concept SLR 9,Mavic Cosmic CXR60c,2964.0,3050.5,22.0,7.0
True,Trek Speed Concept SLR 9,Bontrager Aeolus5,2966.5,3038.0,22.0,11.0
True,Trek Speed Concept SLR 9,Mavic Cosmic Ultimate UST,2966.5,3048.0,22.0,6.0
True,Trek Speed Concept SLR 9,HED Vanquish RC6 Pro,2969.0,3036.0,22.0,8.0
True,Trek Speed Concept SLR 9,CADEX 42,2969.5,3036.0,22.0,8.0
True,Trek Speed Concept SLR 9,Roval Alpinist CLX,2971.5,3028.0,22.0,32.0
True,Trek Speed Concept SLR 9,Shimano C50,2971.5,3049.5,22.0,4.0
True,Trek Speed Concept SLR 9,Lightweight Meilenstein,2972.0,3028.0,22.0,0.0
True,Trek Speed Concept SLR 9,50mm Carbon,2973.0,3043.0,22.0,9.0
True,Trek Speed Concept SLR 9,Shimano C40,2973.5,3045.5,22.0,4.0
True,Trek Speed Concept SLR 9,CADEX 36,2979.0,3033.5,22.0,26.0
True,Trek Speed Concept SLR 9,Zipp 202,2980.5,3036.5,22.0,
True,Trek Speed Concept SLR 9,Novatec R4,2982.0,3047.0,22.0,
True,Trek Speed Concept SLR 9,ENVE SES 2.2,2985.5,3035.5,22.0,
True,Trek Speed Concept SLR 9,Zwift 32mm Carbon,2985.5,3042.0,22.0,3.0
True,Trek Speed Concept SLR 9,Campagnolo Bora Ultra 50,2986.0,3035.5,22.0,12.0
True,Trek Speed Concept SLR 9,Zwift Safety,2986.0,3041.5,22.0,44.0
True,Trek Speed Concept SLR 9,Zwift Buffalo Fahrrad,2990.5,3049.0,22.0,
True,Trek Speed Concept SLR 9,Zwift Classic,2991.5,3050.0,22.0,1.0
True,Specialized Shiv Disc,DT Swiss ARC 1100 Dicut Disc,2926.0,3020.0,37.0,42.0
True,Specialized Shiv Disc,Zipp 858/Super9,2933.0,3021.0,37.0,45.0
True,Specialized Shiv Disc,Zipp 808/Super9,2935.0,3022.0,37.0,35.0
True,Specialized Shiv Disc,Zipp 858,2939.0,3011.0,37.0,37.0
True,Specialized Shiv Disc,ENVE SES 7.8,2941.0,3006.0,37.0,39.0
True,Specialized Shiv Disc,Zipp 808,2942.0,3013.0,37.0,13.0
True,Specialized Shiv Disc,ENVE SES 8.9,2942.5,3015.5,37.0,31.0
